-50.163380,-49.866314,-49.575999,-49.292609,-49.016297,-48.747196,-48.485416,-48.231046,-47.984149,-47.744765,-47.512911,-47.288578,-47.071730,-46.862310,-46.660231,-46.465383,-46.277631,-46.096815,-45.922749,-45.755224,-45.594009,-45.438847,-45.289462,-45.145557,-45.006814,-44.872899,-44.743458,-44.618125,-44.496518,-44.378243,-44.262896,-44.150065,-44.039331,-43.930272,-43.822461,-43.715473,-43.608885,-43.502277,-43.395238,-43.287365,-43.178264,-43.067557,-42.954882,-42.839894,-42.722269,-42.601702,-42.477918,-42.350663,-42.219713,-42.084875,-41.945985,-41.802914,-41.655564,-41.503874,-41.347820,-41.187413,-41.022702,-40.853774,-40.680755,-40.503806,-40.323129,-40.138961,-39.951577,-39.761288,-39.568439,-39.373408,-39.176606,-38.978475,-38.779483,-38.580127,-38.380927,-38.182425,-37.985182,-37.789776,-37.596800,-37.406856,-37.220555,-37.038514,-36.861349,-36.689677,-36.524110,-36.365252,-36.213697,-36.070022,-35.934792,-35.808546,-35.691804,-35.585059,-35.488774,-35.403382,-35.329283,-35.266839,-35.216377,-35.178180,-35.152493,-35.139518,-35.139409,-35.152280,-35.178195,-35.217174,-35.269190,-35.334169,-35.411990,-35.502488,-35.605451,-35.720626,-35.847713,-35.986374,-36.136232,-36.296869,-36.467834,-36.648642,-36.838779,-37.037700,-37.244837,-37.459600,-37.681376,-37.909541,-38.143454,-38.382466,-38.625920,-38.873158,-39.123520,-39.376349,-39.630997,-39.886822,-40.143198,-40.399513,-40.655172,-40.909603,-41.162258,-41.412614,-41.660176,-41.904480,-42.145094,-42.381621,-42.613697,-42.840996,-43.063229,-43.280145,-43.491532,-43.697216,-43.897063,-44.090977,-44.278902,-44.460818,-44.636741,-44.806726,-44.970858,-45.129260,-45.282083,-45.429507,-45.571741,-45.709020,-45.841600,-45.969759,-46.093793,-46.214013,-46.330742,-46.444315
-50.088440,-49.799370,-49.517074,-49.241711,-48.973418,-48.712311,-48.458484,-48.212011,-47.972941,-47.741298,-47.517085,-47.300279,-47.090833,-46.888674,-46.693707,-46.505809,-46.324835,-46.150614,-45.982954,-45.821637,-45.666423,-45.517051,-45.373238,-45.234683,-45.101064,-44.972044,-44.847266,-44.726364,-44.608954,-44.494642,-44.383026,-44.273695,-44.166232,-44.060217,-43.955228,-43.850843,-43.746644,-43.642218,-43.537156,-43.431062,-43.323550,-43.214248,-43.102801,-42.988870,-42.872139,-42.752313,-42.629122,-42.502322,-42.371696,-42.237059,-42.098255,-41.955162,-41.807693,-41.655793,-41.499445,-41.338669,-41.173522,-41.004096,-40.830526,-40.652979,-40.471665,-40.286826,-40.098744,-39.907736,-39.714151,-39.518375,-39.320823,-39.121941,-38.922203,-38.722109,-38.522184,-38.322973,-38.125042,-37.928971,-37.735354,-37.544799,-37.357918,-37.175329,-36.997652,-36.825505,-36.659500,-36.500244,-36.348330,-36.204337,-36.068830,-35.942348,-35.825412,-35.718513,-35.622115,-35.536650,-35.462517,-35.400077,-35.349654,-35.311533,-35.285955,-35.273120,-35.273182,-35.286249,-35.312387,-35.351611,-35.403891,-35.469150,-35.547265,-35.638067,-35.741342,-35.856831,-35.984233,-36.123204,-36.273364,-36.434291,-36.605530,-36.786593,-36.976959,-37.176082,-37.383387,-37.598280,-37.820145,-38.048353,-38.282259,-38.521209,-38.764542,-39.011597,-39.261708,-39.514216,-39.768468,-40.023819,-40.279639,-40.535311,-40.790241,-41.043851,-41.295591,-41.544936,-41.791388,-42.034482,-42.273783,-42.508894,-42.739449,-42.965122,-43.185623,-43.400701,-43.610143,-43.813778,-44.011471,-44.203129,-44.388695,-44.568151,-44.741518,-44.908850,-45.070238,-45.225805,-45.375707,-45.520128,-45.659280,-45.793403,-45.922756,-46.047623,-46.168304,-46.285114,-46.398384,-46.508452
-50.014658,-49.733703,-49.459539,-49.192307,-48.932129,-48.679104,-48.433311,-48.194807,-47.963625,-47.739777,-47.523250,-47.314007,-47.111989,-46.917110,-46.729264,-46.548316,-46.374113,-46.206473,-46.045196,-45.890055,-45.740806,-45.597180,-45.458890,-45.325630,-45.197076,-45.072886,-44.952705,-44.836163,-44.722877,-44.612455,-44.504495,-44.398588,-44.294322,-44.191279,-44.089042,-43.987194,-43.885321,-43.783016,-43.679877,-43.575515,-43.469551,-43.361620,-43.251374,-43.138483,-43.022639,-42.903554,-42.780967,-42.654643,-42.524372,-42.389979,-42.251315,-42.108268,-41.960756,-41.808735,-41.652194,-41.491162,-41.325702,-41.155914,-40.981939,-40.803953,-40.622169,-40.436838,-40.248246,-40.056715,-39.862601,-39.666294,-39.468212,-39.268807,-39.068557,-38.867964,-38.667557,-38.467884,-38.269513,-38.073027,-37.879023,-37.688108,-37.500897,-37.318010,-37.140066,-36.967685,-36.801480,-36.642057,-36.490009,-36.345917,-36.210341,-36.083825,-35.966885,-35.860013,-35.763671,-35.678291,-35.604269,-35.541965,-35.491701,-35.453760,-35.428382,-35.415763,-35.416056,-35.429367,-35.455758,-35.495242,-35.547786,-35.613310,-35.691689,-35.782750,-35.886276,-36.002005,-36.129631,-36.268810,-36.419155,-36.580243,-36.751614,-36.932776,-37.123207,-37.322354,-37.529641,-37.744469,-37.966220,-38.194259,-38.427939,-38.666602,-38.909585,-39.156221,-39.405843,-39.657789,-39.911401,-40.166034,-40.421052,-40.675840,-40.929796,-41.182345,-41.432932,-41.681031,-41.926143,-42.167802,-42.405572,-42.639053,-42.867881,-43.091729,-43.310307,-43.523364,-43.730689,-43.932110,-44.127495,-44.316750,-44.499823,-44.676696,-44.847393,-45.011970,-45.170521,-45.323173,-45.470084,-45.611443,-45.747465,-45.878394,-46.004494,-46.126052,-46.243373,-46.356778,-46.466602,-46.573189
-49.941984,-49.669253,-49.403323,-49.144317,-48.892340,-48.647476,-48.409785,-48.179311,-47.956069,-47.740058,-47.531250,-47.329595,-47.135019,-46.947427,-46.766699,-46.592691,-46.425238,-46.264152,-46.109221,-45.960215,-45.816880,-45.678944,-45.546115,-45.418083,-45.294520,-45.175085,-45.059421,-44.947156,-44.837910,-44.731291,-44.626901,-44.524333,-44.423178,-44.323024,-44.223457,-44.124067,-44.024447,-43.924194,-43.822915,-43.720228,-43.615761,-43.509158,-43.400078,-43.288201,-43.173227,-43.054877,-42.932898,-42.807063,-42.677174,-42.543061,-42.404586,-42.261644,-42.114163,-41.962105,-41.805468,-41.644288,-41.478636,-41.308619,-41.134383,-40.956112,-40.774025,-40.588378,-40.399462,-40.207605,-40.013167,-39.816541,-39.618151,-39.418451,-39.217922,-39.017070,-38.816424,-38.616537,-38.417976,-38.221327,-38.027188,-37.836166,-37.648878,-37.465942,-37.287980,-37.115609,-36.949442,-36.790085,-36.638131,-36.494157,-36.358726,-36.232376,-36.115625,-36.008961,-35.912846,-35.827709,-35.753943,-35.691908,-35.641923,-35.604267,-35.579179,-35.566852,-35.567437,-35.581037,-35.607710,-35.647468,-35.700275,-35.766048,-35.844659,-35.935931,-36.039645,-36.155536,-36.283296,-36.422575,-36.572986,-36.734102,-36.905460,-37.086565,-37.276891,-37.475883,-37.682963,-37.897527,-38.118956,-38.346611,-38.579843,-38.817991,-39.060390,-39.306369,-39.555261,-39.806400,-40.059127,-40.312794,-40.566765,-40.820420,-41.073159,-41.324403,-41.573598,-41.820215,-42.063756,-42.303754,-42.539772,-42.771411,-42.998306,-43.220130,-43.436596,-43.647451,-43.852487,-44.051533,-44.244457,-44.431169,-44.611617,-44.785787,-44.953704,-45.115429,-45.271057,-45.420718,-45.564574,-45.702818,-45.835669,-45.963373,-46.086200,-46.204441,-46.318405,-46.428418,-46.534818,-46.637956
-49.870384,-49.605978,-49.348374,-49.097679,-48.853980,-48.617343,-48.387814,-48.165418,-47.950158,-47.742015,-47.540947,-47.346892,-47.159763,-46.979452,-46.805827,-46.638735,-46.478001,-46.323427,-46.174796,-46.031869,-45.894387,-45.762072,-45.634629,-45.511745,-45.393090,-45.278321,-45.167081,-45.058999,-44.953696,-44.850784,-44.749865,-44.650538,-44.552397,-44.455037,-44.358048,-44.261028,-44.163575,-44.065295,-43.965803,-43.864724,-43.761694,-43.656366,-43.548410,-43.437513,-43.323384,-43.205754,-43.084379,-42.959041,-42.829552,-42.695750,-42.557507,-42.414725,-42.267341,-42.115326,-41.958685,-41.797462,-41.631734,-41.461616,-41.287261,-41.108858,-40.926631,-40.740842,-40.551787,-40.359798,-40.165239,-39.968507,-39.770029,-39.570261,-39.369686,-39.168814,-38.968174,-38.768319,-38.569820,-38.373260,-38.179239,-37.988365,-37.801252,-37.618519,-37.440785,-37.268668,-37.102780,-36.943723,-36.792089,-36.648455,-36.513380,-36.387400,-36.271030,-36.164757,-36.069039,-35.984303,-35.910940,-35.849305,-35.799717,-35.762452,-35.737743,-35.725784,-35.726720,-35.740653,-35.767638,-35.807683,-35.860750,-35.926754,-36.005562,-36.096996,-36.200834,-36.316807,-36.444606,-36.583878,-36.734233,-36.895241,-37.066437,-37.247324,-37.437374,-37.636029,-37.842708,-38.056807,-38.277703,-38.504756,-38.737315,-38.974717,-39.216295,-39.461377,-39.709295,-39.959380,-40.210973,-40.463425,-40.716098,-40.968372,-41.219647,-41.469343,-41.716904,-41.961804,-42.203542,-42.441652,-42.675699,-42.905282,-43.130039,-43.349644,-43.563808,-43.772282,-43.974860,-44.171370,-44.361685,-44.545715,-44.723411,-44.894763,-45.059796,-45.218574,-45.371197,-45.517798,-45.658542,-45.793624,-45.923269,-46.047726,-46.167268,-46.282192,-46.392809,-46.499451,-46.602460,-46.702190
-49.799839,-49.543848,-49.294654,-49.052345,-48.816990,-48.588638,-48.367319,-48.153041,-47.945791,-47.745536,-47.552220,-47.365767,-47.186076,-47.013028,-46.846480,-46.686269,-46.532210,-46.384097,-46.241706,-46.104790,-45.973086,-45.846313,-45.724170,-45.606341,-45.492498,-45.382295,-45.275375,-45.171370,-45.069902,-44.970586,-44.873028,-44.776833,-44.681599,-44.586927,-44.492414,-44.397664,-44.302284,-44.205888,-44.108099,-44.008550,-43.906888,-43.802775,-43.695890,-43.585930,-43.472613,-43.355680,-43.234898,-43.110058,-42.980980,-42.847513,-42.709538,-42.566965,-42.419739,-42.267841,-42.111284,-41.950117,-41.784426,-41.614332,-41.439995,-41.261608,-41.079401,-40.893642,-40.704630,-40.512702,-40.318224,-40.121596,-39.923247,-39.723637,-39.523250,-39.322594,-39.122203,-38.922628,-38.724439,-38.528222,-38.334573,-38.144099,-37.957413,-37.775134,-37.597878,-37.426260,-37.260889,-37.102367,-36.951282,-36.808207,-36.673699,-36.548291,-36.432495,-36.326795,-36.231645,-36.147468,-36.074654,-36.013553,-35.964480,-35.927708,-35.903469,-35.891951,-35.893298,-35.907607,-35.934931,-35.975275,-36.028598,-36.094811,-36.173781,-36.265325,-36.369219,-36.485193,-36.612934,-36.752088,-36.902262,-37.063024,-37.233908,-37.414415,-37.604014,-37.802146,-38.008230,-38.221658,-38.441808,-38.668038,-38.899695,-39.136117,-39.376635,-39.620578,-39.867274,-40.116056,-40.366265,-40.617250,-40.868375,-41.119019,-41.368582,-41.616483,-41.862170,-42.105115,-42.344819,-42.580815,-42.812671,-43.039987,-43.262402,-43.479590,-43.691266,-43.897183,-44.097135,-44.290953,-44.478513,-44.659727,-44.834548,-45.002968,-45.165017,-45.320762,-45.470305,-45.613782,-45.751361,-45.883243,-46.009654,-46.130847,-46.247101,-46.358715,-46.466005,-46.569305,-46.668963,-46.765336
-49.730346,-49.482854,-49.242144,-49.008285,-48.781330,-48.561311,-48.348240,-48.142108,-47.942888,-47.750531,-47.564967,-47.386105,-47.213833,-47.048020,-46.888511,-46.735134,-46.587695,-46.445980,-46.309756,-46.178774,-46.052762,-45.931437,-45.814495,-45.701620,-45.592479,-45.486729,-45.384014,-45.283968,-45.186216,-45.090375,-44.996059,-44.902875,-44.810429,-44.718328,-44.626177,-44.533588,-44.440176,-44.345564,-44.249384,-44.151280,-44.050908,-43.947939,-43.842064,-43.732988,-43.620442,-43.504177,-43.383969,-43.259618,-43.130957,-42.997842,-42.860163,-42.717842,-42.570831,-42.419118,-42.262725,-42.101709,-41.936163,-41.766214,-41.592026,-41.413800,-41.231771,-41.046209,-40.857419,-40.665740,-40.471542,-40.275226,-40.077224,-39.877995,-39.678025,-39.477823,-39.277922,-39.078872,-38.881243,-38.685618,-38.492593,-38.302772,-38.116767,-37.935191,-37.758660,-37.587784,-37.423171,-37.265418,-37.115108,-36.972813,-36.839083,-36.714450,-36.599421,-36.494474,-36.400062,-36.316603,-36.244481,-36.184045,-36.135604,-36.099430,-36.075748,-36.064744,-36.066558,-36.081285,-36.108974,-36.149627,-36.203199,-36.269600,-36.348693,-36.440295,-36.544177,-36.660067,-36.787651,-36.926574,-37.076439,-37.236815,-37.407234,-37.587194,-37.776164,-37.973587,-38.178876,-38.391427,-38.610615,-38.835798,-39.066324,-39.301530,-39.540747,-39.783304,-40.028531,-40.275760,-40.524332,-40.773598,-41.022922,-41.271685,-41.519287,-41.765149,-42.008720,-42.249472,-42.486909,-42.720567,-42.950013,-43.174851,-43.394721,-43.609300,-43.818303,-44.021488,-44.218649,-44.409623,-44.594285,-44.772551,-44.944378,-45.109761,-45.268731,-45.421360,-45.567751,-45.708046,-45.842417,-45.971064,-46.094221,-46.212143,-46.325112,-46.433431,-46.537420,-46.637418,-46.733774,-46.826852
-49.661919,-49.422999,-49.190838,-48.965487,-48.746979,-48.535330,-48.330535,-48.132568,-47.941387,-47.756927,-47.579103,-47.407813,-47.242930,-47.084312,-46.931794,-46.785193,-46.644307,-46.508914,-46.378776,-46.253636,-46.133220,-46.017239,-45.905389,-45.797351,-45.692794,-45.591374,-45.492737,-45.396521,-45.302353,-45.209856,-45.118649,-45.028345,-44.938558,-44.848900,-44.758987,-44.668439,-44.576880,-44.483942,-44.389269,-44.292514,-44.193343,-44.091440,-43.986504,-43.878254,-43.766429,-43.650793,-43.531130,-43.407255,-43.279006,-43.146253,-43.008894,-42.866860,-42.720113,-42.568648,-42.412495,-42.251720,-42.086420,-41.916730,-41.742820,-41.564895,-41.383196,-41.197996,-41.009603,-40.818358,-40.624635,-40.428835,-40.231392,-40.032766,-39.833441,-39.633927,-39.434755,-39.236474,-39.039652,-38.844869,-38.652718,-38.463801,-38.278726,-38.098103,-37.922543,-37.752653,-37.589035,-37.432282,-37.282974,-37.141677,-37.008936,-36.885279,-36.771207,-36.667194,-36.573688,-36.491103,-36.419817,-36.360176,-36.312485,-36.277008,-36.253970,-36.243552,-36.245889,-36.261074,-36.289151,-36.330121,-36.383935,-36.450500,-36.529677,-36.621279,-36.725078,-36.840798,-36.968125,-37.106700,-37.256128,-37.415975,-37.585772,-37.765018,-37.953181,-38.149703,-38.353998,-38.565462,-38.783470,-39.007382,-39.236544,-39.470296,-39.707970,-39.948894,-40.192401,-40.437825,-40.684507,-40.931801,-41.179071,-41.425701,-41.671093,-41.914670,-42.155883,-42.394206,-42.629146,-42.860241,-43.087060,-43.309211,-43.526334,-43.738112,-43.944261,-44.144542,-44.338752,-44.526730,-44.708356,-44.883548,-45.052266,-45.214508,-45.370310,-45.519745,-45.662922,-45.799984,-45.931105,-46.056493,-46.176382,-46.291032,-46.400728,-46.505775,-46.606499,-46.703241,-46.796354,-46.886204
-49.594591,-49.364307,-49.140750,-48.923953,-48.713931,-48.510681,-48.314180,-48.124388,-47.941244,-47.764670,-47.594566,-47.430816,-47.273282,-47.121809,-46.976222,-46.836329,-46.701918,-46.572762,-46.448616,-46.329216,-46.214287,-46.103536,-45.996657,-45.893331,-45.793226,-45.696002,-45.601306,-45.508778,-45.418053,-45.328759,-45.240518,-45.152952,-45.065683,-44.978332,-44.890523,-44.801886,-44.712054,-44.620673,-44.527393,-44.431881,-44.333815,-44.232889,-44.128813,-44.021320,-43.910158,-43.795103,-43.675952,-43.552528,-43.424682,-43.292293,-43.155270,-43.013552,-42.867110,-42.715949,-42.560107,-42.399654,-42.234697,-42.065376,-41.891867,-41.714379,-41.533156,-41.348477,-41.160651,-40.970022,-40.776965,-40.581883,-40.385209,-40.187402,-39.988947,-39.790351,-39.592144,-39.394873,-39.199101,-39.005406,-38.814378,-38.626614,-38.442717,-38.263293,-38.088948,-37.920284,-37.757898,-37.602377,-37.454295,-37.314212,-37.182669,-37.060186,-36.947261,-36.844361,-36.751928,-36.670371,-36.600064,-36.541346,-36.494517,-36.459838,-36.437529,-36.427766,-36.430680,-36.446361,-36.474849,-36.516141,-36.570187,-36.636890,-36.716109,-36.807655,-36.911296,-37.026759,-37.153724,-37.291835,-37.440694,-37.599866,-37.768884,-37.947246,-38.134421,-38.329850,-38.532949,-38.743115,-38.959724,-39.182136,-39.409702,-39.641760,-39.877646,-40.116690,-40.358227,-40.601592,-40.846130,-41.091197,-41.336161,-41.580406,-41.823339,-42.064387,-42.303000,-42.538659,-42.770872,-42.999180,-43.223158,-43.442413,-43.656592,-43.865378,-44.068494,-44.265702,-44.456803,-44.641640,-44.820095,-44.992091,-45.157591,-45.316595,-45.469144,-45.615314,-45.755217,-45.889000,-46.016841,-46.138950,-46.255564,-46.366948,-46.473389,-46.575197,-46.672699,-46.766240,-46.856177,-46.942878
-49.528408,-49.306817,-49.091913,-48.883708,-48.682200,-48.487368,-48.299171,-48.117552,-47.942435,-47.773726,-47.611311,-47.455061,-47.304825,-47.160436,-47.021711,-46.888446,-46.760424,-46.637408,-46.519149,-46.405379,-46.295817,-46.190171,-46.088131,-45.989380,-45.893587,-45.800412,-45.709509,-45.620521,-45.533086,-45.446840,-45.361413,-45.276434,-45.191533,-45.106341,-45.020492,-44.933626,-44.845387,-44.755432,-44.663425,-44.569042,-44.471974,-44.371927,-44.268625,-44.161810,-44.051245,-43.936716,-43.818033,-43.695030,-43.567569,-43.435539,-43.298859,-43.157479,-43.011378,-42.860570,-42.705100,-42.545047,-42.380523,-42.211675,-42.038683,-41.861761,-41.681157,-41.497152,-41.310059,-41.120223,-40.928019,-40.733850,-40.538150,-40.341375,-40.144011,-39.946560,-39.749550,-39.553525,-39.359044,-39.166681,-38.977021,-38.790655,-38.608181,-38.430201,-38.257312,-38.090112,-37.929191,-37.775129,-37.628494,-37.489840,-37.359700,-37.238590,-37.126997,-37.025387,-36.934192,-36.853815,-36.784626,-36.726957,-36.681103,-36.647320,-36.625822,-36.616780,-36.620324,-36.636537,-36.665456,-36.707075,-36.761340,-36.828153,-36.907369,-36.998798,-37.102208,-37.217322,-37.343821,-37.481348,-37.629504,-37.787856,-37.955935,-38.133241,-38.319244,-38.513387,-38.715087,-38.923742,-39.138730,-39.359416,-39.585149,-39.815274,-40.049126,-40.286042,-40.525357,-40.766410,-41.008551,-41.251137,-41.493541,-41.735151,-41.975377,-42.213650,-42.449424,-42.682184,-42.911442,-43.136743,-43.357664,-43.573819,-43.784858,-43.990467,-44.190374,-44.384344,-44.572182,-44.753735,-44.928889,-45.097571,-45.259747,-45.415422,-45.564638,-45.707477,-45.844054,-45.974519,-46.099054,-46.217871,-46.331212,-46.439343,-46.542556,-46.641163,-46.735495,-46.825899,-46.912735,-46.996373
-49.463436,-49.250587,-49.044374,-48.844792,-48.651818,-48.465414,-48.285521,-48.112066,-47.944956,-47.784081,-47.629316,-47.480514,-47.337516,-47.200142,-47.068199,-46.941474,-46.819742,-46.702760,-46.590273,-46.482010,-46.377688,-46.277010,-46.179668,-46.085345,-45.993712,-45.904433,-45.817164,-45.731554,-45.647248,-45.563888,-45.481111,-45.398558,-45.315865,-45.232675,-45.148632,-45.063387,-44.976598,-44.887932,-44.797065,-44.703687,-44.607502,-44.508228,-44.405603,-44.299381,-44.189338,-44.075272,-43.957005,-43.834384,-43.707281,-43.575597,-43.439262,-43.298233,-43.152502,-43.002089,-42.847048,-42.687464,-42.523457,-42.355179,-42.182814,-42.006582,-41.826733,-41.643551,-41.457350,-41.268477,-41.077307,-40.884243,-40.689716,-40.494183,-40.298123,-40.102041,-39.906456,-39.711909,-39.518956,-39.328164,-39.140111,-38.955385,-38.774576,-38.598278,-38.427084,-38.261582,-38.102356,-37.949978,-37.805009,-37.667995,-37.539462,-37.419917,-37.309842,-37.209694,-37.119898,-37.040852,-36.972917,-36.916421,-36.871651,-36.838858,-36.818252,-36.809997,-36.814220,-36.830997,-36.860365,-36.902312,-36.956783,-37.023675,-37.102842,-37.194094,-37.297195,-37.411868,-37.537794,-37.674614,-37.821932,-37.979315,-38.146295,-38.322373,-38.507020,-38.699681,-38.899777,-39.106707,-39.319853,-39.538582,-39.762249,-39.990199,-40.221773,-40.456311,-40.693152,-40.931641,-41.171130,-41.410982,-41.650574,-41.889299,-42.126571,-42.361825,-42.594523,-42.824151,-43.050227,-43.272302,-43.489956,-43.702809,-43.910514,-44.112763,-44.309288,-44.499858,-44.684283,-44.862415,-45.034143,-45.199398,-45.358150,-45.510408,-45.656219,-45.795667,-45.928872,-46.055986,-46.177195,-46.292715,-46.402790,-46.507690,-46.607709,-46.703162,-46.794383,-46.881721,-46.965539,-47.046210
